ident,name,iso_country,iso_region,iata_code
09WI,Parkway Farm Strip,US,US-WI,
09XS,Baptist Medical Center Heliport,US,US-TX,
09Y,Wipline Seaplane Base,US,US-MN,
0AA6,Big Salmon Heliport,US,US-AK,
0AA7,Kalifonsky Meadows Airport,US,US-AK,
0AK,Pilot Station Airport,US,US-AK,PQS
0AK0,Scotts Airport,US,US-AK,
0AK1,Anderson Lake Airport,US,US-AK,
0AK2,Yentna Bend Strip,US,US-AK,
0AK3,Parker Lake Airport,US,US-AK,
0AK5,Young Creek Airport,US,US-AK,
0AK6,Victory Airport,US,US-AK,
0AK7,Bradley Lake Hydroelectri Project Airstrip,US,US-AK,
0AK8,Pollux Heliport,US,US-AK,
0AK9,Falcon Lake Strip,US,US-AK,
0AL0,Huntsville Field,US,US-AL,
0AL1,Resort Airport,US,US-AL,
0AL2,Clay County Hospital Heliport,US,US-AL,
0AL3,Hospital Pad Heliport,US,US-AL,
0AL4,Dekalb Regional Medical Center Heliport,US,US-AL,
0AL5,Flomaton Airport,US,US-AL,
0AL6,D.W. Mcmillian Memorial Hospital Heliport,US,US-AL,
0AL7,Gadsden Regl Medical Center Heliport,US,US-AL,
0AL8,Brookwood Medical Center Heliport,US,US-AL,
0AL9,Wilson Creek Airport,US,US-AL,
0AR0,Smh Heliport,US,US-AR,
0AR1,Hooterville South Airport,US,US-AR,
0AR2,Mission Field-Marotti Memorial Airport,US,US-AR,
0AR3,Taylor's Air Strip,US,US-AR,
0AR4,Ozarks Community Hospital Heliport,US,US-AR,
0AR5,Rgnl Medical Center Heliport,US,US-AR,
0AR6,Ami National Park Medical Center Heliport,US,US-AR,
0AR7,Yancopin Airport,US,US-AR,
0AR8,Howard Memorial Hospital Heliport,US,US-AR,
0AR9,Eureka Springs Hospital Heliport,US,US-AR,
0AZ0,Arizona Heart Hospital Heliport,US,US-AZ,
0AZ1,Taylor Field,US,US-AZ,
0AZ2,Western Sky Airport,US,US-AZ,
0AZ4,Flying Bucket Ranch Airport,US,US-AZ,
0AZ5,Castle Well Airport,US,US-AZ,
0AZ6,St Joseph's Hospital Heliport,US,US-AZ,
0AZ7,Sunstate Heliport,US,US-AZ,
0B2,Brewer Airport,US,US-ME,
0B7,Warren-Sugarbush Airport,US,US-VT,
0C1,Triple R Airport,US,US-MO,
0C2,Hinckley Airport,US,US-IL,
0C5,Canadian Lakes Airport,US,US-MI,
0C7,Grandpas' Farm Mendota Airport,US,US-IL,
0C8,Cushing Field Ltd Airport,US,US-IL,
0C9,Coach & Paddock Heliport,US,US-NJ,
0CA0,Drew Medical Center Heliport,US,US-CA,
0CA1,Northside Airpark,US,US-CA,
0CA2,Va Greater Los Angeles Health Care Center Heliport,US,US-CA,
0CA3,Crawford Airport,US,US-CA,
0CA4,Shepherd Ranch Airport,US,US-CA,
0CA5,Hoffman Private Airport,US,US-CA,
0CA6,Emory Ranch Airport,US,US-CA,
0CA7,Boeing Seal Beach (Rooftop) Heliport,US,US-CA,
0CA8,Ward Ranch Airport,US,US-CA,
0CA9,Blech Ranch Airport,US,US-CA,
0CD0,Delta County Memorial Hospital Heliport,US,US-CO,
0CD1,Colorado Plains Medical Center Heliport,US,US-CO,
0CD2,Foxx Valley Airport,US,US-CO,
0CD3,Branch's Heliport,US,US-CO,
0CD4,Kauffman Heliport,US,US-CO,
0CD5,Pinon Canyon Airport,US,US-CO,
0CD6,Exempla Good Samaritan Heliport,US,US-CO,
0CD7,Fox Hole Airport,US,US-CO,
0CD8,Prowers Medical Center Heliport,US,US-CO,
0CD9,Swedish S.W. Medical Heliport,US,US-CO,
0CL0,Yosemite Hidden Lake Ranch Airport,US,US-CA,
0CL1,Krey Field Airport,US,US-CA,
0CL2,Parking Lot Heliport,US,US-CA,
0CL3,John Nichol's Field Airport,US,US-CA,
0CL4,Glen Fed Heliport,US,US-CA,
0CL5,The Atrium Heliport,US,US-CA,
0CL6,Bohunk's Airpark,US,US-CA,
0CL7,Good Samaritan Hospital Heliport,US,US-CA,
0CL8,Tera Ultralightport,US,US-CA,
0CL9,Sce San Jacinto Valley Service Center Heliport,US,US-CA,
0CN1,Fiorini Ranch Airport,US,US-CA,
0CN2,Sutter Butte Dusters Airport,US,US-CA,
0CO0,Longmont United Hospital Heliport,US,US-CO,
0CO1,Dave's Airport,US,US-CO,
0CO2,Crested Butte Airpark,US,US-CO,CSE
0CO3,Greggs Nr 1 Airport,US,US-CO,
0CO4,Geo-Seis Helicopters Heliport,US,US-CO,
0CO5,Chenoweth Airport,US,US-CO,
0CO6,Flying M & M Ranch Airport,US,US-CO,
0CO7,Century Helicopters Heliport,US,US-CO,
0CO8,Cartwheel Airport,US,US-CO,
0CO9,Van Treese Airport,US,US-CO,
0CT0,Sharon Hospital Heliport,US,US-CT,
0CT1,Bristol-Myers Squibb Company Heliport,US,US-CT,
0CT2,Windham Hospital Heliport,US,US-CT,
0CT3,N B G H Heliport,US,US-CT,
0CT4,Burke Heliport,US,US-CT,
0CT5,St Francis Hospital Heliport,US,US-CT,
0CT6,Middletown Heliport,US,US-CT,
0CT7,Bridgeport Hospital Heliport,US,US-CT,
0CT8,Danbury Hospital Heliport,US,US-CT,
0CT9,Hartford Hospital Heliport,US,US-CT,
0D6,Wilber Municipal Airport,US,US-NE,
0D7,Ada Airport,US,US-OH,
0D9,Air Park North,US,US-MI,
0.00E+00,Corydon Airport,US,US-IA,
0FA0,Doral Resort & Country Club Heliport,US,US-FL,
0FA1,Ott's Landing Airport,US,US-FL,
0FA2,Doctors Memorial Hospital #2 Heliport,US,US-FL,
0FA5,Briley Farm Seaplane Base,US,US-FL,
0FD0,The 2A Ranch Airport,US,US-FL,
0FD1,Panhandle Helicopter Llc Heliport,US,US-FL,
0FD2,Dolphin Stadium Heliport,US,US-FL,
0FD3,Dugger Field,US,US-FL,
0FD4,Cloverleaf Farms Ii Inc. Heliport,US,US-FL,
0FD5,Breezy Knoll Airport,US,US-FL,
0FD6,Fulton Seaplane Base,US,US-FL,
0FD9,Joy Farms Airport,US,US-FL,
0FL0,Harper's Fly-In Ranch Airport,US,US-FL,
0FL1,Thompson Airfield,US,US-FL,
0FL2,Alligator Drink Seaplane Base,US,US-FL,
0FL3,Old Town Ems Heliport,US,US-FL,
0FL4,Jackson Heliport,US,US-FL,
0FL5,Lake Conway South Seaplane Base,US,US-FL,
0FL6,Stanchester Airport,US,US-FL,
0FL7,Wcpx Tv-6 Heliport,US,US-FL,
0FL8,Gary Gale Seaplane Base,US,US-FL,
0FL9,Mc Daniel Ranch Inc. Airport,US,US-FL,
0G0,North Buffalo Suburban Airport,US,US-NY,
0G5,Grand Marais/Cook County Seaplane Base,US,US-MN,
0GA0,Halls Flying Ranch Airport,US,US-GA,
0GA1,Mustang Field,US,US-GA,
0GA2,"Airnautique, Inc. Airport",US,US-GA,
0GA3,Ayresouth Airport,US,US-GA,
0GA4,Paradise Falls Airport,US,US-GA,
0GA5,Big Canoe Heliport,US,US-GA,
0GA6,Sunset Strip,US,US-GA,
0GA7,Hickory Level Airfield,US,US-GA,
0GA8,Paso Fino Farm Airport,US,US-GA,
0GA9,Roberta Industrial Park Airport,US,US-GA,
0GE0,Pinewood Airport,US,US-GA,
0GE1,Crystal Lake Airpark,US,US-GA,
0GE3,Lookout Mountain Airport,US,US-GA,
0GE4,Pecan Patch Airstrip,US,US-GA,
0GE5,Mountain Airpark,US,US-GA,
0GE7,Carpenter Airport,US,US-GA,
0GE9,Pegasus Ranch Airport,US,US-GA,
0H7,Kahoka Municipal Airport,US,US-MO,
0I2,Brazil Clay County Airport,US,US-IN,
0IA0,Knoxville Area Community Hospital Heliport,US,US-IA,
0IA1,St Anthony Regional Hospital Heliport,US,US-IA,
0IA2,Audubon County Memorial Hospital Heliport,US,US-IA,
0IA3,Hawkeye Airport,US,US-IA,
0IA4,Sharar Field,US,US-IA,
0IA5,Moore Private Airport,US,US-IA,
0IA6,Rinehart Airport,US,US-IA,
0IA7,Cromwell Heliport,US,US-IA,
0IA8,Hannen Airport,US,US-IA,
0IA9,Army Reserve Heliport,US,US-IA,
0ID0,South Fork Ranch Airport,US,US-ID,
0ID1,Ziggy's Airport,US,US-ID,
0ID2,Flying Joseph Ranch Airport,US,US-ID,
0ID3,Coyote Run Airport,US,US-ID,
0ID4,Black Butte Ranch Airport,US,US-ID,
0ID5,Ez Lope Ranch Airport,US,US-ID,
0ID6,Steele Memorial Heliport,US,US-ID,
0ID7,Z X Ranch Airport,US,US-ID,
0ID8,Pinnacle Airport,US,US-ID,
0ID9,Corral Creek Airport,US,US-ID,
0II0,Chuck's Airport,US,US-IN,
0II1,Unsicker Airport,US,US-IN,
0II2,Creighton Airport,US,US-IN,
0II3,Miller Strip,US,US-IN,
0II5,Marshall Field,US,US-IN,
0II6,Kropf Airport,US,US-IN,
0II7,Frost Field,US,US-IN,
0II8,Sutton's Field,US,US-IN,
0II9,Winters Airport,US,US-IN,
0IL0,Hamilton Memorial Hospital Heliport,US,US-IL,
0IL1,Loyola University Medical Center Heliport,US,US-IL,
0IL2,Griffin Airport,US,US-IL,
0IL3,Flying B Ranch Airport,US,US-IL,
0IL4,Good Samaritan Hospital Heliport,US,US-IL,
0IL5,OSF St Luke Medical Center Heliport,US,US-IL,
0IL6,Kishwaukee Community Hospital Heliport,US,US-IL,
0IL8,Walter Airport,US,US-IL,
0IL9,Jack W. Watson Airport,US,US-IL,
0IN1,Snider Field,US,US-IN,
0IN2,The Lazy K Airport,US,US-IN,
0IN3,Graves Landing Strip,US,US-IN,
0IN4,Air Park Field,US,US-IN,
0IN5,Byrne Field,US,US-IN,
0IN7,Roto-Whirl/Holiday Heliport,US,US-IN,
0IN8,Roto-Whirl/Vantage Heliport,US,US-IN,
0IN9,Parrish Airport,US,US-IN,
0IS0,Trinity Medical Center West Heliport,US,US-IL,
0IS2,Evanston/Glenbrook Heliport,US,US-IL,
0IS3,Cady Aerial RLA Restricted Landing Area,US,US-IL,
0IS4,Dawson Farms Airport,US,US-IL,
0IS6,Dongola Heliport,US,US-IL,
0IS8,Blessing Hospital At 11th St Heliport,US,US-IL,
0IS9,Bernardin Heliport,US,US-IL,
0J0,Abbeville Municipal Airport,US,US-AL,
0J8,Flying Ten Airport,US,US-FL,
0K6,Dobie's Airport,US,US-OK,
0KS0,J V Ranch Airport,US,US-KS,
0KS2,Kellie Mann Airfield,US,US-KS,
0KS3,Camp Chippewa Airport,US,US-KS,
0KS4,Norris Airport,US,US-KS,
0KS6,Kendrigan Airport,US,US-KS,
0KS7,Mono Aircraft Airport,US,US-KS,
0KS8,Pearce Field,US,US-KS,
0KS9,Lmn 120 Airport,US,US-KS,
0KY0,Owen Air Park,US,US-KY,
0KY1,Arnemann Farms Airport,US,US-KY,
0KY2,Mgt Station 2105 Heliport,US,US-KY,
0KY3,Tennessee Gas Heliport,US,US-KY,
0KY4,Cambron Field,US,US-KY,
0KY5,Falin Landing Strip,US,US-KY,
0KY6,Tennessee Gas Heliport,US,US-KY,
0KY7,Clinton-Hickman County Airport,US,US-KY,
0KY8,Sky Airport,US,US-KY,
0KY9,Pine Mountain Aero Heliport,US,US-KY,
0L4,Lida Junction Airport,US,US-NV,
0L5,Goldfield Airport,US,US-NV,
0L6,Winn Parish Medical Center Heliport,US,US-LA,
0LA0,West Hackberry Heliport,US,US-LA,
0LA1,Double H Ranch Airport,US,US-LA,
0LA2,Don Babin-Private Airport,US,US-LA,
0LA3,Belcher Airpatch Airport,US,US-LA,
0LA4,North Caddo Medical Center Heliport,US,US-LA,
0LA5,Conoco Inc Heliport,US,US-LA,
0LA6,Freeport Sulphur Heliport,US,US-LA,
0LA7,Exxon Heliport,US,US-LA,
0LA8,Jackson Parish Hospital Heliport,US,US-LA,
0LA9,Rebel Field,US,US-LA,
0LL0,Kaufield Airport,US,US-IL,
0LL1,Jerseyville Aviation Inc Airport,US,US-IL,
0LL2,Murk's Strip,US,US-IL,
0LL3,Koenig Airport,US,US-IL,
0LL4,Flaherty Field,US,US-IL,
0LL5,Busboom RLA Restricted Landing Area,US,US-IL,
0LL6,Gord Airport,US,US-IL,
0LL7,Valley West Hospital Heliport,US,US-IL,
0LL9,Savanna Army Depot Helipad,US,US-IL,
0LS0,Theriot Field,US,US-LA,
0LS2,Evergreen Fourchon Heliport,US,US-LA,
0LS3,Evergreen Venice Heliport,US,US-LA,
0LS4,Buller's Airstrip,US,US-LA,
0LS5,Trahan Ultralightport,US,US-LA,
0LS6,Dufour Airport,US,US-LA,
0LS7,Morgan Field,US,US-LA,
0LS8,Lonesome Dove Airfield,US,US-LA,
0LS9,Huenefeld Airport,US,US-LA,
0MA1,Massachusetts General Hospital Heliport,US,US-MA,
0MA2,Healthalliance Hospital-Leominster Heliport,US,US-MA,
0MA3,Reh Heliport,US,US-MA,
0MA4,Boston Medical Center Hospital Heliport,US,US-MA,
0MA5,Brockton Usar Center Heliport,US,US-MA,
0MA6,Wbz Heliport,US,US-MA,
0MA8,Textron/Everett Heliport,US,US-MA,
0MA9,Lleia Kyle O'Meara Heliport,US,US-MA,
0MD0,Baltimore Washington Medical Center Heliport,US,US-MD,
0MD1,Taylor Field,US,US-MD,
0MD2,Squier Landing Airport,US,US-MD,
0MD3,The Johns Hopkins Hospital Heliport,US,US-MD,
0MD4,Pond View Private Airport,US,US-MD,
0MD5,Greater Laurel Beltsville Hospital Heliport,US,US-MD,
0MD6,Walters Airport,US,US-MD,
0MD7,The Aspen Institute Heliport,US,US-MD,
0MD8,Security Ford Heliport,US,US-MD,
0MD9,Calvert Memorial Hospital Heliport,US,US-MD,
0ME4,Peasley Field,US,US-ME,
0MI0,Sumner Heliport,US,US-MI,
0MI1,Sugar Springs Airpark,US,US-MI,
0MI2,Stier Airstrip,US,US-MI,
0MI3,Kelleys Airport,US,US-MI,
0MI4,Lesterson-Dempsey Airstrip,US,US-MI,
0MI6,Young's Airport,US,US-MI,
0MI7,Four Star Heliport,US,US-MI,
0MI8,Twin Lakes Airport,US,US-MI,
0MI9,Henry Ford Hospital Heliport,US,US-MI,
0MN0,Winner's Landing Seaplane Base,US,US-MN,
0MN1,Brinkman Airport,US,US-MN,
0MN2,Grindstone Lake Seaplane Base,US,US-MN,
0MN3,Lower Hay Lake Seaplane Base,US,US-MN,
0MN4,Paul's Seaplane Base,US,US-MN,
0MN5,Pankratz Airport,US,US-MN,
0MN6,Matson Field,US,US-MN,
0MN7,Ely Bloomenson Community Hospital Heliport,US,US-MN,
0MN8,Keller Airport,US,US-MN,
0MN9,Triple H Heliport,US,US-MN,
0MO0,Ferros Ranch-Aero Airport,US,US-MO,
0MO1,Flying G Airport,US,US-MO,
0MO2,Short-N-Ruff Airport,US,US-MO,
0MO3,Arvin Ranch Airport,US,US-MO,
0MO4,Bert Walter Berkowitz Heliport,US,US-MO,
0MO5,Joe D Lewis Airport,US,US-MO,
0MO6,Hall Airport,US,US-MO,
0MO7,St Joseph Hospital West Heliport,US,US-MO,
0MO8,Sloan's Airport,US,US-MO,
0MO9,Emerson Heliport,US,US-MO,
0MS0,Topton Air Estates Airport,US,US-MS,
0MS1,Franklin Field,US,US-MS,
0MS2,Morgan Field,US,US-MS,
0MS3,Baptist Memorial Hospital-North Ms Heliport,US,US-MS,
0MS4,Sheriff's Courthouse Heliport,US,US-MS,
0MS5,Lewis Air Service Airport,US,US-MS,
0MS6,Levert Heliport,US,US-MS,
0MS7,Hale Field,US,US-MS,
0MS8,Catfish Point Airport,US,US-MS,
0MS9,Shenandoah Valley Farms Airport,US,US-MS,
0MT1,Williams Field,US,US-MT,
0MT2,Big Sandy Medical Center Heliport,US,US-MT,
0MT3,Stock Farm Heliport,US,US-MT,
0MT4,Kimp Airport,US,US-MT,
0MT5,Cottonwood Airport,US,US-MT,
0MT6,Hanson Airport,US,US-MT,
0MT7,Pinehurst Ranch Airport,US,US-MT,
0MT8,Glacier Heli Tours Heliport,US,US-MT,
0MT9,Lone Hawk Airport,US,US-MT,
0MU0,Eagle Field,US,US-MO,
0MU1,Sunderland Airport,US,US-MO,
0MU2,Christian Hospital Northeast Heliport,US,US-MO,
0MU3,Hannibal Regional Hospital Heliport,US,US-MO,
0MU4,Slaughter Airport,US,US-MO,
0MU5,Holden Heliport,US,US-MO,
0MU6,Bradbury-Rolf Memorial Heliport,US,US-MO,
0MU7,Lambs Field,US,US-MO,
0MU8,Prince STOLport,US,US-MO,
0MY0,Kenyon Heliport,US,US-MN,
0MY1,Bozeman Deaconess Hospital Heliport,US,US-MT,
0N0,Roosterville Airport,US,US-MO,
0N4,Chandelle Estates Airport,US,US-DE,
0N5,Deldot Helistop,US,US-DE,
0N6,Albanna Aviation Airport,US,US-DE,
0NA1,Goerger Airport,US,US-ND,
0NA5,Sorlie Airport,US,US-ND,
0NA9,Boyd's Turf Airport,US,US-ND,
0NC0,Wayne Memorial Hospital Inc. Heliport,US,US-NC,
0NC1,Bearwallow Farm Airport,US,US-NC,
0NC2,Moore Regional Hospital Heliport,US,US-NC,
0NC3,Washington County Hospital Heliport,US,US-NC,
0NC4,Wake Medical Center Heliport,US,US-NC,
0NC5,Nash General Hospital Heliport,US,US-NC,
0NC6,Our Community Hospital Heliport,US,US-NC,
0NC7,Lindsay Airport,US,US-NC,
0NC8,Flying S Ranch Airport,US,US-NC,
0NC9,Maria Parham Health DLP Affiliate Heliport,US,US-NC,
0ND0,Gilbertson Field,US,US-ND,
0ND6,Schumacher Strip,US,US-ND,
0ND7,Saville Private Airport,US,US-ND,
0NE0,Merrihew Airport,US,US-NE,
0NE1,Runner Landing Area Airport,US,US-NE,
0NE2,Merry Airport,US,US-NE,
0NE3,Syracuse Hospital Heliport,US,US-NE,
0NE4,Franklin County Memorial Hospital Heliport,US,US-NE,
0NE5,Newman Airport,US,US-NE,
0NE6,Frager Field,US,US-NE,
0NH7,Leinsing Heliport,US,US-NH,
0NJ0,Atlantic City Medical Center Heliport,US,US-NJ,
0NJ1,Berkeley Township Police Heliport,US,US-NJ,
0NJ2,Ballymere Heliport,US,US-NJ,
0NJ3,Mount Holly Heliport,US,US-NJ,
0NJ4,Weichert Headquarters Heliport,US,US-NJ,
0NJ5,Fla-Net Airport,US,US-NJ,
0NJ6,Dix Field,US,US-NJ,
0NJ7,Essex Generating Station Heliport,US,US-NJ,
0NJ8,Port Newark Helistop,US,US-NJ,
0NJ9,Jersey Tpke New Brunswick Helistop,US,US-NJ,
0NK0,Berdick Field,US,US-NY,
0NK1,Spring Brook Airport,US,US-NY,
0NK2,Westwind Farm Airport,US,US-NY,
0NK3,Seven Gullies Airport,US,US-NY,
0NK4,Medical Center Heliport,US,US-NY,
0NK5,Mid-Hudson Helicopter Service Heliport,US,US-NY,
0NK6,Lapeer Flyer Airport,US,US-NY,
0NK7,Ibm King St Heliport,US,US-NY,
0NK8,Rocky Reef Farm Airport,US,US-NY,
0NK9,Lakeview Airport,US,US-NY,
0NM0,Columbus Municipal Airport,US,US-NM,
0NM7,Negrito Airstrip,US,US-NM,
0NV1,Summerlin Medical Center Heliport,US,US-NV,
0NY0,Bennetts Airport,US,US-NY,
0NY1,Russell Field,US,US-NY,
0NY3,Kermizian Airport,US,US-NY,
0NY5,State Police Troop D Heliport,US,US-NY,
0NY6,New York State Police Heliport,US,US-NY,
0NY7,Murphys Landing Strip,US,US-NY,
0NY8,Wenskoski Field,US,US-NY,
0O0,San Luis Reservoir Seaplane Base,US,US-CA,
0O4,Corning Municipal Airport,US,US-CA,
0O9,Ward Field,US,US-CA,
0OH1,Cirino Heliport,US,US-OH,
0OH2,Jenkins Field,US,US-OH,
0OH3,Hamilton County Sheriff's Patrol Heliport,US,US-OH,
0OH4,Upper Valley Medical Center Heliport,US,US-OH,
0OH6,Fry Field,US,US-OH,
0OH7,Apple Airport,US,US-OH,
0OH8,Fry Airport,US,US-OH,
0OH9,Parknavy Airport,US,US-OH,
0OI0,Foltz Heliport,US,US-OH,
0OI1,Autolite Heliport,US,US-OH,
0OI2,Unger Field,US,US-OH,
0OI3,Galloway Airport,US,US-OH,
0OI4,Salt Box Airport,US,US-OH,
0OI6,Victor's Landing Airport,US,US-OH,
0OI9,Hidden Quarry Airport,US,US-OH,
0OK0,Edmond Airport,US,US-OK,
0OK1,Mckey Airport,US,US-OK,
0OK2,Parkview Hospital Heliport,US,US-OK,
0OK3,Mckinley Ranch Airport,US,US-OK,
0OK4,Rock Creek Farm Airport,US,US-OK,
0OK5,Chappell Airport,US,US-OK,
0OK6,Ellis/Harvey Airport,US,US-OK,
0OK7,Shattuck Hospital Heliport,US,US-OK,
0OK8,Cade's Airport,US,US-OK,
0OK9,Crystal Airport,US,US-OK,
0OR0,Providence Hospital Heliport,US,US-OR,
0OR2,Hendershots Heliport,US,US-OR,
0OR3,Long Ranch Airport,US,US-OR,
0OR4,Round Butte Heliport,US,US-OR,
0OR5,East Oregon Cattle Co Airport,US,US-OR,
0OR6,Rome Service Airport,US,US-OR,
0OR7,Marr Field,US,US-OR,
0OR8,Sutton on Rogue Airport,US,US-OR,
0OR9,Hanel Field,US,US-OR,
0P0,Valley Forge Bicentennial Heliport,US,US-PA,
0P1,Van Pak Airport,US,US-KS,
0P2,Shoestring Aviation Airfield,US,US-PA,
0PA0,Philadelphia Gliderport,US,US-PA,
0PA1,Phoenix Technologies Heliport,US,US-PA,
0PA2,Haunstein Ultralightport,US,US-PA,
0PA3,Robbins Farm Airport,US,US-PA,
0PA4,Ecko Field,US,US-PA,
0PA5,Fisher Airport,US,US-PA,
0PA6,Hostetler Airport,US,US-PA,
0PA7,Linvill Airport,US,US-PA,
0PA8,Geisinger Community Medical Center Nap Heliport,US,US-PA,
0PA9,Carson Heliport,US,US-PA,
0PN0,Fletcher Airport,US,US-PA,
0PN1,Pete's Water Landing Seaplane Base,US,US-PA,
0PN2,Flying Acres Airport,US,US-PA,
0PN3,Wyeth-Ayerst Nr Heliport,US,US-PA,
0PN4,Kitner Airport,US,US-PA,
0PN5,Nichols Airport,US,US-PA,
0PN6,Memmi Airport,US,US-PA,
0PN7,Drillmore Acres Airport,US,US-PA,
0PN8,Shriver Airport,US,US-PA,
0PN9,Paul Personal Use Airport,US,US-PA,
0PS0,Frederick Airpark,US,US-PA,
0PS1,Mc Crory Stores Heliport,US,US-PA,
0PS2,Marian Heliport,US,US-PA,
0PS3,Carsonville Airport,US,US-PA,
0PS4,Old Orchard Airport,US,US-PA,
0PS5,Used Parts Heliport,US,US-PA,
0PS6,Herbst Heliport,US,US-PA,
0PS7,Harman Airport,US,US-PA,
0PS8,Bayfront Garage Heliport,US,US-PA,
0PS9,Delaware Valley Medical Center Heliport,US,US-PA,
0Q3,Sonoma Valley Airport,US,US-CA,
0Q4,Selma Airport,US,US-CA,
0Q6,Shingletown Airport,US,US-CA,
0Q9,Sonoma Skypark Airport,US,US-CA,
0R2,Lincoln Municipal Airport,US,US-MO,
0R7,The Red River Airport,US,US-LA,
0R9,Plainville Airpark,US,US-KS,
0S1,Meadow Creek Usfs Airport,US,US-MT,
0S2,Stockton Municipal Airport,US,US-KS,
0S5,Nez Perce Municipal Airport,US,US-ID,
0SD0,Lenling Airport,US,US-SD,
0SD1,Lodi Airport,US,US-SD,
0SD2,Prairie Lakes West Heliport,US,US-SD,
0SD3,Bledsoe Ranch Airport,US,US-SD,
0SD4,Brookview Manor Heliport,US,US-SD,
0SD5,The Fort Heliport,US,US-SD,
0SD6,Oasis Ranch Airport,US,US-SD,
0SD7,Porch Ranch Airport,US,US-SD,
0SD8,Juhnke Airport,US,US-SD,
0SD9,Crazy Horse Heliport,US,US-SD,
0T3,Ira Biffle Airfield,US,US-MO,
0T7,Kittyhawk Airport,US,US-TX,
0TA0,Mainland Regional Health Care System Heliport,US,US-TX,
0TA1,Buddy Harmel Airport,US,US-TX,
0TA2,Smith Farms Airport,US,US-TX,
0TA3,Tate Ranch Airport,US,US-TX,
0TA4,Erco Field,US,US-TX,
0TA5,Metro Heli-Pad Heliport,US,US-TX,
0TA6,Arco Ingleside Shorebase Heliport,US,US-TX,
0TA7,Alta Vista Ranch Airport,US,US-TX,
0TA8,Womack Plantation Airport,US,US-TX,
0TA9,Houston Oil & Minerals Port Bolivar Nr 2 Heliport,US,US-TX,
0TE0,Robertson Ranch Airport,US,US-TX,
0TE1,Christus Spohn Hospital Memorial Heliport,US,US-TX,
0TE2,Bell Helicopter Hurst Heliport,US,US-TX,
0TE3,Buzz Field,US,US-TX,
0TE4,Hilltop Lakes Airport,US,US-TX,
0TE5,Santa Maria Ranch Airport,US,US-TX,
0TE6,Gorman Airport,US,US-TX,
0TE7,LBJ Ranch Airport,US,US-TX,JCY
0TE8,Texas World Speedway Helistop Nr 1 Heliport,US,US-TX,
0TE9,Texas World Speedway Helistop Nr 2 Heliport,US,US-TX,
0TN0,R & S Buzzard Airport,US,US-TN,
0TN1,Tims Ford Seaplane Base,US,US-TN,
0TN2,Village Airport,US,US-TN,
0TN3,Park West Heliport,US,US-TN,
0TN4,Physicians Medical Regional Center Heliport,US,US-TN,
0TN5,Mc Donald Airport,US,US-TN,
0TN6,Riner Farm Airport,US,US-TN,
0TN7,Horne Properties Heliport,US,US-TN,
0TN8,Erlanger Medical Center Heliport,US,US-TN,
0TN9,East Tennessee Children's Hospital Heliport,US,US-TN,
0TS0,Flower Mound Airport,US,US-TX,
0TS1,Dooley Airport,US,US-TX,
0TS2,Ultralight International Ultralightport,US,US-TX,
0TS3,Houston Heliport,US,US-TX,
0TS4,Ullrich Airport,US,US-TX,
0TS5,Lake Bay Gall Airport,US,US-TX,
0TS6,Harris County Courthouse Heliport,US,US-TX,
0TS7,Flying U Airport,US,US-TX,
0TS8,Flying 'K' Ranch Ultralightport,US,US-TX,
0TS9,Jim Roach Field,US,US-TX,
0TT8,Dynasty Heliport,MP,MP-U-A,
0TX0,Nassau Bay Airport,US,US-TX,
0TX1,Pecan Plantation Airport,US,US-TX,
0TX2,Heliport-Facility 5a Heliport,US,US-TX,
0TX3,UT Health East Texas Carthage Hospital Heliport,US,US-TX,
0TX4,Aerospatiale Helicopter Corp Heliport,US,US-TX,
0TX5,Shiloh Airport,US,US-TX,
0TX6,Elm Creek Airpark,US,US-TX,
0TX7,Lazy K Acres Airport,US,US-TX,
0TX8,Jacobia Field,US,US-TX,
0TX9,Card Aerodrome,US,US-TX,
0U0,Landmark US Forest Service Airport,US,US-ID,
0U1,Warm Springs Creek Airport,US,US-ID,
0U2,Copper Basin Airport,US,US-ID,
0U3,Mahoney Creek US Forest Service Airport,US,US-ID,
0U7,Hollow Top Airport,US,US-ID,
0U8,May Airport,US,US-ID,
0U9,Lee Williams Memorial Airport,US,US-ID,
0VA0,Mostly Harmless Heliport,US,US-VA,
0VA1,Johnson Fox Field,US,US-VA,
0VA2,Riverwood Airport,US,US-VA,
0VA3,Hunt Airport,US,US-VA,
0VA4,Worley Field,US,US-VA,
0VA5,Coffman Field,US,US-VA,
0VA6,Mc Guire Va Medical Center Pad Heliport,US,US-VA,
0VA7,Flatrock Air Strip,US,US-VA,
0VA8,Jayarz Airport,US,US-VA,
0VA9,Handy Strip,US,US-VA,
0VI1,Brooklyn Airport,US,US-VA,
0W0,Seattle Seaplanes Seaplane Base,US,US-WA,
0W7,Floathaven Seaplane Base,US,US-WA,
0WA0,Streamline Heliport,US,US-WA,
0WA1,Dwight Field,US,US-WA,
0WA2,Curtis Airport,US,US-WA,
0WA3,Air Columbia Heliport,US,US-WA,
0WA4,Hansen Heliport,US,US-WA,
0WA5,Ware Mountain Heliport,US,US-WA,
0WA6,Stevens Memorial Hospital Heliport,US,US-WA,
0WA7,Shamrock Port Heliport,US,US-WA,
0WA8,Childrens Hospital Emergency Heliport,US,US-WA,
0WA9,Naval Station Everett Heliport,US,US-WA,
0WI0,Aurora St Luke's Medical Center Heliport,US,US-WI,
